state	sex	race	age	education	party	ideology	state_contestedness	vote
IL	female	white	45-64	some college	A	moderate	solid A	A
IL	male	other	18-29	high school graduate	other	liberal	solid A	A
IL	female	white	45-64	high school graduate	A	moderate	solid A	A
IL	male	white	18-29	college graduate	A	liberal	solid A	A
IL	female	white	45-64	high school graduate	B	conservative	solid A	B
IL	male	white	45-64	some college	A	conservative	solid A	A
IL	female	white	65+	college graduate	B	conservative	solid A	B
IL	male	white	45-64	college graduate	B	conservative	solid A	B
IL	female	white	30-44	college graduate	A	moderate	solid A	A
IL	male	white	45-64	high school graduate	A	moderate	solid A	A
IL	female	black	30-44	some college	B	conservative	solid A	A
IL	female	black	30-44	some college	A	liberal	solid A	A
IL	male	black	18-29	some college	A	liberal	solid A	A
IL	female	white	30-44	college graduate	other	moderate	solid A	B
IL	female	other	65+	college graduate	other	moderate	solid A	A
IL	male	white	45-64	college graduate	B	conservative	solid A	A
IL	male	hispanic	30-44	college graduate	A	moderate	solid A	A
IL	male	white	30-44	some college	B	moderate	solid A	B
IL	male	white	18-29	college graduate	B	conservative	solid A	B
IL	male	black	65+	high school graduate	A	moderate	solid A	A
IL	female	white	30-44	high school graduate	B	moderate	solid A	B
IL	male	hispanic	65+	didn't graduate from HS	A	moderate	solid A	A
IL	female	white	30-44	college graduate	A	moderate	solid A	A
IL	male	white	45-64	college graduate	B	conservative	solid A	B
IL	female	white	65+	high school graduate	A	liberal	solid A	A
IL	female	white	45-64	some college	A	liberal	solid A	A
IL	female	white	30-44	college graduate	B	moderate	solid A	A
IL	male	white	30-44	college graduate	B	moderate	solid A	B
IL	male	white	18-29	college graduate	B	moderate	solid A	B
IL	female	white	45-64	college graduate	A	liberal	solid A	B
IL	female	white	18-29	college graduate	A	moderate	solid A	A
IL	male	white	45-64	didn't graduate from HS	A	moderate	solid A	A
IL	male	white	45-64	college graduate	other	conservative	solid A	B
IL	male	white	30-44	college graduate	B	moderate	solid A	B
IL	male	white	45-64	college graduate	A	liberal	solid A	A
IL	male	white	65+	some college	A	moderate	solid A	A
IL	female	white	30-44	college graduate	other	liberal	solid A	A
IL	male	hispanic	18-29	college graduate	A	liberal	solid A	A
IL	female	white	18-29	some college	other	liberal	solid A	A
IL	female	white	45-64	college graduate	A	liberal	solid A	A
IL	female	black	45-64	college graduate	A	moderate	solid A	A
IL	male	white	18-29	some college	B	conservative	solid A	B
IL	male	hispanic	45-64	high school graduate	A	liberal	solid A	A
IL	female	white	45-64	college graduate	A	moderate	solid A	B
IL	female	white	45-64	college graduate	A	liberal	solid A	A
IL	female	white	45-64	college graduate	A	liberal	solid A	A
IL	female	white	18-29	some college	other	moderate	solid A	B
IL	male	white	65+	college graduate	A	liberal	solid A	A
IL	female	black	30-44	some college	A	liberal	solid A	A
IL	male	white	30-44	college graduate	A	liberal	solid A	A
IL	female	black	18-29	some college	A	moderate	solid A	A
IL	female	white	18-29	college graduate	other	liberal	solid A	A
IL	male	white	65+	some college	B	conservative	solid A	B
IL	female	white	65+	high school graduate	A	conservative	solid A	A
IL	female	white	45-64	some college	other	moderate	solid A	A
IL	male	black	30-44	some college	A	moderate	solid A	A
IL	male	white	45-64	high school graduate	other	conservative	solid A	B
IL	male	white	45-64	college graduate	B	conservative	solid A	A
IL	male	white	45-64	high school graduate	other	conservative	solid A	A
IL	female	white	30-44	college graduate	A	moderate	solid A	A
IL	female	white	30-44	college graduate	B	conservative	solid A	B
IL	female	white	18-29	some college	A	moderate	solid A	A
IL	female	black	45-64	didn't graduate from HS	other	moderate	solid A	A
IL	male	white	45-64	college graduate	A	liberal	solid A	A
IL	male	white	65+	didn't graduate from HS	other	moderate	solid A	B
IL	male	black	18-29	college graduate	A	moderate	solid A	A
IL	female	white	45-64	some college	A	moderate	solid A	B
IL	male	white	65+	high school graduate	other	moderate	solid A	A
IL	female	white	45-64	college graduate	B	conservative	solid A	B
IL	female	hispanic	30-44	some college	A	moderate	solid A	A
IL	male	white	18-29	high school graduate	A	liberal	solid A	A
IL	female	white	45-64	college graduate	B	conservative	solid A	B
IL	female	white	65+	some college	A	moderate	solid A	A
IL	female	white	65+	high school graduate	A	conservative	solid A	B
IL	female	black	18-29	college graduate	A	liberal	solid A	A
IL	male	white	45-64	some college	B	conservative	solid A	B
IL	female	white	65+	some college	B	moderate	solid A	B
IL	female	white	45-64	high school graduate	A	moderate	solid A	A
IL	female	white	18-29	college graduate	A	liberal	solid A	A
IL	male	white	30-44	college graduate	B	conservative	solid A	B
IL	female	white	45-64	college graduate	B	conservative	solid A	B
IL	female	white	45-64	college graduate	other	moderate	solid A	A
IL	female	black	30-44	high school graduate	A	moderate	solid A	A
IL	female	other	18-29	college graduate	A	liberal	solid A	A
IL	female	white	65+	high school graduate	B	moderate	solid A	B
IL	female	black	30-44	some college	A	liberal	solid A	A
IL	female	white	45-64	college graduate	other	liberal	solid A	A
IL	male	white	45-64	high school graduate	A	moderate	solid A	A
IL	female	white	30-44	some college	A	moderate	solid A	A
IL	female	black	30-44	some college	A	liberal	solid A	A
IL	female	hispanic	30-44	some college	B	conservative	solid A	B
IL	male	white	65+	college graduate	B	moderate	solid A	B
IL	female	white	45-64	high school graduate	A	moderate	solid A	A
IL	female	black	45-64	high school graduate	A	conservative	solid A	A
IL	female	hispanic	65+	college graduate	A	liberal	solid A	A
IL	female	other	30-44	college graduate	A	liberal	solid A	A
IL	male	white	45-64	college graduate	A	moderate	solid A	B
IL	female	white	65+	high school graduate	other	conservative	solid A	B
IL	male	black	18-29	high school graduate	other	conservative	solid A	A
IL	female	white	45-64	some college	B	liberal	solid A	B
IL	female	white	30-44	college graduate	other	moderate	solid A	B
IL	male	white	65+	high school graduate	B	conservative	solid A	B
IL	female	white	18-29	some college	other	moderate	solid A	A
IL	female	white	30-44	college graduate	A	liberal	solid A	A
IL	female	white	18-29	high school graduate	other	conservative	solid A	A
IL	female	black	45-64	some college	A	moderate	solid A	A
IL	male	white	18-29	college graduate	A	liberal	solid A	A
IL	male	white	30-44	college graduate	B	moderate	solid A	B
IL	female	white	65+	college graduate	other	moderate	solid A	B
IL	male	white	45-64	college graduate	A	liberal	solid A	A
IL	female	white	65+	some college	B	moderate	solid A	B
IL	female	black	30-44	some college	A	liberal	solid A	A
IL	male	white	45-64	college graduate	B	conservative	solid A	B
IL	male	white	65+	some college	B	moderate	solid A	B
IL	female	other	45-64	college graduate	B	conservative	solid A	B
IL	female	white	65+	college graduate	B	moderate	solid A	A
IL	male	white	30-44	college graduate	B	moderate	solid A	B
IL	female	white	45-64	high school graduate	B	conservative	solid A	B
IL	male	other	65+	college graduate	B	conservative	solid A	B
IL	female	white	45-64	high school graduate	B	liberal	solid A	B
IL	male	other	18-29	some college	other	conservative	solid A	A
IL	male	white	45-64	some college	B	conservative	solid A	B
IL	female	white	45-64	high school graduate	B	moderate	solid A	B
IL	male	white	18-29	college graduate	other	moderate	solid A	A
IL	male	white	18-29	high school graduate	A	moderate	solid A	A
IL	female	white	45-64	some college	B	liberal	solid A	B
IL	female	white	45-64	some college	other	moderate	solid A	A
IL	male	black	30-44	high school graduate	A	moderate	solid A	A
IL	male	white	45-64	some college	B	conservative	solid A	B
IL	male	white	45-64	high school graduate	A	conservative	solid A	A
IL	female	black	30-44	some college	A	conservative	solid A	A
IL	female	black	30-44	some college	A	liberal	solid A	A
IL	male	white	45-64	college graduate	B	moderate	solid A	A
IL	female	white	18-29	college graduate	B	conservative	solid A	B
IL	female	white	18-29	college graduate	A	liberal	solid A	A
IL	male	white	65+	college graduate	A	moderate	solid A	A
IL	male	white	18-29	high school graduate	A	moderate	solid A	A
IL	male	other	18-29	college graduate	other	moderate	solid A	A
IL	female	white	45-64	high school graduate	A	moderate	solid A	B
IL	female	white	30-44	college graduate	B	moderate	solid A	B
IL	female	black	30-44	some college	A	liberal	solid A	A
IL	male	white	18-29	college graduate	other	conservative	solid A	B
IL	female	white	45-64	some college	B	conservative	solid A	B
IL	female	white	30-44	college graduate	B	conservative	solid A	B
IL	male	white	45-64	high school graduate	other	moderate	solid A	A
IL	male	black	18-29	college graduate	A	liberal	solid A	A
IL	female	black	30-44	some college	A	moderate	solid A	A
IL	male	white	45-64	college graduate	other	moderate	solid A	A
IL	female	white	45-64	college graduate	B	conservative	solid A	A
IL	male	white	30-44	college graduate	B	moderate	solid A	A
IL	male	white	18-29	some college	B	conservative	solid A	B
IL	female	white	18-29	college graduate	B	moderate	solid A	B
IL	female	white	45-64	high school graduate	B	moderate	solid A	B
IL	male	black	30-44	some college	other	moderate	solid A	A
IL	male	white	65+	college graduate	A	moderate	solid A	A
IL	female	white	30-44	college graduate	other	conservative	solid A	A
IL	female	white	45-64	college graduate	A	moderate	solid A	A
IL	male	white	45-64	some college	A	moderate	solid A	B
IL	male	white	45-64	college graduate	B	conservative	solid A	B
IL	female	hispanic	45-64	college graduate	B	moderate	solid A	B
IL	female	white	65+	college graduate	A	moderate	solid A	A
IL	male	white	45-64	college graduate	A	moderate	solid A	A
IL	female	white	18-29	some college	other	liberal	solid A	A
IL	male	white	30-44	college graduate	B	moderate	solid A	A
IL	female	white	65+	college graduate	A	liberal	solid A	A
IL	male	black	30-44	college graduate	A	moderate	solid A	A
IL	female	white	30-44	college graduate	B	moderate	solid A	B
IL	female	white	45-64	some college	B	conservative	solid A	B
IL	male	white	30-44	college graduate	other	moderate	solid A	B
IL	female	white	45-64	high school graduate	A	conservative	solid A	A
IL	female	white	18-29	college graduate	A	liberal	solid A	A
IL	female	white	30-44	college graduate	other	moderate	solid A	B
IL	female	black	65+	high school graduate	A	conservative	solid A	A
IL	female	black	18-29	high school graduate	A	liberal	solid A	A
IL	male	other	45-64	college graduate	A	liberal	solid A	A
IL	male	white	45-64	college graduate	B	moderate	solid A	A
IL	female	black	30-44	college graduate	A	liberal	solid A	A
IL	male	white	45-64	college graduate	B	conservative	solid A	B
IL	male	white	45-64	college graduate	other	conservative	solid A	B
IL	male	white	18-29	college graduate	B	conservative	solid A	B
IL	female	white	45-64	college graduate	other	moderate	solid A	A
IL	male	white	45-64	high school graduate	B	conservative	solid A	B
IL	female	white	45-64	college graduate	other	liberal	solid A	A
IL	female	white	30-44	some college	other	moderate	solid A	B
IL	female	white	30-44	college graduate	A	liberal	solid A	A
IL	female	white	30-44	college graduate	B	conservative	solid A	B
IL	female	white	45-64	college graduate	B	conservative	solid A	B
IL	female	black	18-29	high school graduate	other	conservative	solid A	A
IL	female	black	45-64	some college	A	moderate	solid A	A
IL	male	white	45-64	college graduate	B	conservative	solid A	B
IL	male	white	18-29	college graduate	B	conservative	solid A	B
IL	male	white	45-64	some college	other	conservative	solid A	B
IL	female	white	18-29	college graduate	other	moderate	solid A	B
IL	male	white	45-64	didn't graduate from HS	A	moderate	solid A	A
IL	female	black	45-64	some college	A	liberal	solid A	A
IL	male	white	30-44	college graduate	other	moderate	solid A	B
IL	male	white	18-29	college graduate	A	liberal	solid A	A
IL	male	white	65+	college graduate	B	moderate	solid A	B
IL	female	white	45-64	college graduate	B	moderate	solid A	A
IL	male	white	30-44	college graduate	other	moderate	solid A	B
IL	female	hispanic	18-29	some college	A	moderate	solid A	A
IL	male	hispanic	18-29	college graduate	other	moderate	solid A	A
IL	female	white	30-44	college graduate	A	liberal	solid A	A
IL	male	white	45-64	college graduate	A	liberal	solid A	A
IL	male	white	45-64	some college	A	liberal	solid A	A
IL	male	black	65+	college graduate	A	liberal	solid A	A
IL	male	hispanic	45-64	high school graduate	A	moderate	solid A	A
IL	male	white	18-29	college graduate	other	conservative	solid A	B
IL	female	white	30-44	some college	other	conservative	solid A	A
IL	female	hispanic	30-44	high school graduate	other	moderate	solid A	A
IL	male	white	30-44	college graduate	B	conservative	solid A	B
IL	female	white	45-64	college graduate	A	liberal	solid A	A
IL	male	black	30-44	some college	A	liberal	solid A	A
IL	female	white	45-64	college graduate	B	conservative	solid A	B
IL	female	hispanic	18-29	high school graduate	other	moderate	solid A	A
IL	male	white	30-44	college graduate	A	liberal	solid A	A
IL	male	black	45-64	college graduate	A	conservative	solid A	A
IL	male	white	45-64	some college	B	conservative	solid A	B
IL	female	white	65+	some college	A	moderate	solid A	A
IL	female	black	30-44	some college	other	conservative	solid A	B
IL	female	black	30-44	college graduate	A	liberal	solid A	A
IL	male	white	45-64	college graduate	A	liberal	solid A	A
IL	female	white	45-64	college graduate	other	liberal	solid A	A
