state	sex	race	age	education	ideology	vote
TX	male	hispanic	45-64	college graduate	moderate	A
FL	male	hispanic	30-44	some college	conservative	B
OH	female	white	45-64	college graduate	moderate	B
MN	female	white	18-29	some college	conservative	B
NC	male	white	18-29	high school graduate	moderate	A
PA	male	white	45-64	some college	liberal	A
CA	male	white	45-64	some college	conservative	B
CA	female	hispanic	18-29	high school graduate	moderate	A
CA	male	black	45-64	college graduate	moderate	A
MD	male	black	18-29	college graduate	moderate	A
FL	female	white	45-64	high school graduate	moderate	A
VA	male	hispanic	18-29	high school graduate	liberal	A
OH	female	white	45-64	college graduate	liberal	A
IA	male	white	18-29	some college	liberal	A
TN	male	white	65+	college graduate	moderate	B
OK	male	white	30-44	some college	conservative	B
MI	male	white	45-64	high school graduate	conservative	A
CA	female	white	30-44	college graduate	moderate	A
MA	female	white	45-64	college graduate	moderate	A
LA	female	black	18-29	some college	moderate	A
MS	male	white	45-64	college graduate	conservative	B
PA	female	white	30-44	some college	moderate	A
TX	female	white	45-64	high school graduate	moderate	B
NY	male	white	45-64	college graduate	moderate	B
AR	male	white	65+	high school graduate	conservative	B
MI	female	white	30-44	some college	conservative	B
AZ	female	black	65+	some college	moderate	A
IN	male	white	18-29	some college	liberal	other
NY	male	other	45-64	high school graduate	liberal	A
TX	female	black	30-44	some college	moderate	A
VA	female	white	45-64	some college	liberal	A
NY	female	other	18-29	college graduate	conservative	B
PA	female	white	45-64	college graduate	liberal	A
OH	male	black	30-44	college graduate	conservative	A
SD	female	white	45-64	high school graduate	moderate	B
CA	female	white	65+	high school graduate	liberal	B
SC	female	white	18-29	college graduate	conservative	B
MO	male	black	45-64	college graduate	liberal	A
WV	female	white	65+	high school graduate	conservative	B
OH	female	white	30-44	some college	conservative	B
CA	female	white	45-64	college graduate	moderate	A
PA	female	white	45-64	college graduate	moderate	A
AZ	female	hispanic	18-29	college graduate	moderate	B
FL	male	white	65+	some college	liberal	A
DE	female	white	45-64	college graduate	liberal	A
NY	female	white	45-64	college graduate	liberal	A
OH	female	white	18-29	high school graduate	moderate	B
CO	female	white	45-64	high school graduate	conservative	B
GA	female	white	45-64	high school graduate	moderate	A
OH	female	black	45-64	high school graduate	moderate	A
TX	female	other	45-64	college graduate	conservative	A
LA	male	black	18-29	some college	conservative	A
VA	male	white	30-44	college graduate	liberal	A
MN	male	white	45-64	college graduate	liberal	A
MA	male	hispanic	65+	didn't graduate from HS	conservative	A
UT	male	white	65+	some college	conservative	B
MN	male	white	30-44	college graduate	liberal	A
IL	male	white	45-64	college graduate	liberal	A
CA	female	white	65+	some college	conservative	B
AL	female	hispanic	45-64	college graduate	conservative	B
AR	female	white	65+	didn't graduate from HS	liberal	A
NC	female	black	45-64	high school graduate	conservative	A
AZ	female	white	18-29	some college	conservative	B
CA	male	white	45-64	college graduate	conservative	B
PA	female	white	45-64	college graduate	moderate	A
PA	female	white	30-44	college graduate	moderate	A
MO	female	hispanic	18-29	college graduate	moderate	A
OR	male	white	45-64	some college	moderate	A
NY	female	white	45-64	college graduate	liberal	B
MA	female	white	45-64	some college	moderate	A
IN	female	white	30-44	college graduate	liberal	A
TX	male	hispanic	18-29	high school graduate	conservative	A
PA	male	black	30-44	high school graduate	moderate	A
IL	female	hispanic	18-29	some college	liberal	A
PA	female	black	45-64	some college	conservative	A
SC	male	white	18-29	college graduate	moderate	B
CA	male	white	30-44	college graduate	moderate	B
CA	female	white	45-64	college graduate	moderate	A
NJ	female	white	65+	high school graduate	conservative	B
CA	female	black	65+	college graduate	moderate	A
FL	female	white	65+	college graduate	moderate	B
RI	male	white	30-44	college graduate	conservative	B
NJ	male	white	45-64	college graduate	conservative	B
GA	female	white	18-29	college graduate	conservative	B
NY	male	white	18-29	college graduate	liberal	A
MA	male	white	45-64	college graduate	moderate	B
IL	male	white	45-64	college graduate	moderate	A
KY	male	white	30-44	some college	moderate	B
NJ	male	white	30-44	college graduate	moderate	A
FL	female	black	30-44	high school graduate	conservative	A
SC	female	white	30-44	college graduate	conservative	B
VA	female	black	18-29	some college	conservative	A
WI	female	white	18-29	high school graduate	moderate	A
VT	female	white	65+	college graduate	conservative	B
CA	female	black	18-29	college graduate	moderate	A
GA	male	hispanic	45-64	college graduate	liberal	B
MO	female	white	30-44	college graduate	conservative	B
KY	female	hispanic	45-64	some college	moderate	B
OR	female	white	65+	high school graduate	moderate	A
AZ	male	white	45-64	college graduate	conservative	B
MI	male	white	18-29	didn't graduate from HS	moderate	A
VA	male	white	18-29	college graduate	moderate	A
GA	male	white	45-64	some college	moderate	B
NM	female	other	30-44	some college	moderate	A
FL	female	white	65+	some college	moderate	B
CA	female	white	65+	some college	liberal	A
CA	female	white	65+	high school graduate	moderate	A
IL	male	white	30-44	some college	conservative	B
MI	female	white	30-44	some college	moderate	B
MN	female	white	30-44	college graduate	liberal	A
OH	male	white	45-64	college graduate	conservative	A
CA	female	white	45-64	some college	conservative	A
NJ	male	white	45-64	college graduate	moderate	B
CA	male	white	65+	high school graduate	moderate	B
LA	male	white	45-64	didn't graduate from HS	conservative	B
CA	male	white	45-64	college graduate	conservative	B
PA	female	white	45-64	high school graduate	moderate	A
WI	female	white	45-64	college graduate	conservative	B
ND	male	white	45-64	college graduate	moderate	B
NY	male	white	18-29	college graduate	liberal	A
SC	female	black	30-44	college graduate	moderate	A
MD	female	white	45-64	some college	moderate	B
NV	female	white	30-44	some college	conservative	B
CA	female	white	30-44	college graduate	liberal	B
PA	female	white	45-64	college graduate	moderate	other
NC	female	white	18-29	college graduate	moderate	A
MA	male	white	30-44	some college	conservative	A
CA	male	white	45-64	college graduate	liberal	A
MD	female	black	30-44	some college	moderate	A
MI	female	white	45-64	college graduate	conservative	other
OK	female	white	30-44	some college	conservative	B
MD	male	white	18-29	college graduate	moderate	B
MI	male	white	45-64	some college	liberal	B
PA	female	white	45-64	college graduate	conservative	B
CA	female	other	45-64	some college	moderate	B
IN	female	white	45-64	high school graduate	conservative	A
FL	male	hispanic	30-44	some college	conservative	B
CA	female	hispanic	30-44	college graduate	liberal	A
FL	male	white	45-64	college graduate	moderate	B
MA	female	white	18-29	high school graduate	moderate	A
TX	male	hispanic	30-44	high school graduate	conservative	A
NY	male	white	18-29	college graduate	moderate	A
IL	female	white	45-64	high school graduate	conservative	B
IL	male	white	45-64	some college	moderate	B
FL	female	white	30-44	college graduate	conservative	B
UT	male	white	30-44	some college	moderate	A
SC	female	white	30-44	college graduate	moderate	A
IN	female	white	45-64	high school graduate	conservative	B
NC	male	white	30-44	college graduate	liberal	A
AR	female	black	30-44	some college	conservative	A
PA	male	white	18-29	college graduate	conservative	A
IL	male	white	18-29	didn't graduate from HS	conservative	A
FL	male	white	45-64	college graduate	conservative	B
OH	female	white	45-64	some college	conservative	B
WI	female	white	18-29	high school graduate	conservative	B
SC	female	white	65+	college graduate	conservative	B
CA	female	other	18-29	some college	moderate	A
MD	female	white	65+	college graduate	liberal	B
NJ	female	hispanic	30-44	high school graduate	conservative	B
LA	male	black	18-29	high school graduate	conservative	A
TX	male	hispanic	30-44	some college	conservative	A
NY	female	white	65+	high school graduate	moderate	B
MA	male	white	45-64	college graduate	conservative	B
KS	male	white	45-64	college graduate	conservative	B
OK	female	white	45-64	high school graduate	moderate	B
WY	female	white	18-29	didn't graduate from HS	conservative	B
MO	male	white	65+	college graduate	moderate	B
IL	male	white	30-44	college graduate	moderate	B
LA	male	white	65+	some college	conservative	B
CA	female	black	18-29	didn't graduate from HS	moderate	A
PA	female	white	45-64	some college	moderate	A
RI	female	white	45-64	some college	moderate	A
PA	female	white	45-64	college graduate	moderate	A
TX	male	hispanic	65+	didn't graduate from HS	moderate	A
OH	female	white	30-44	college graduate	conservative	B
MI	female	hispanic	45-64	college graduate	liberal	B
FL	male	white	18-29	some college	conservative	B
MI	female	white	30-44	college graduate	liberal	A
CA	male	white	45-64	college graduate	moderate	B
TN	male	white	30-44	some college	liberal	A
VA	male	white	45-64	college graduate	conservative	B
FL	female	white	45-64	high school graduate	moderate	B
MO	female	white	18-29	college graduate	liberal	B
OK	female	hispanic	45-64	college graduate	moderate	A
CT	male	white	45-64	some college	conservative	B
FL	male	hispanic	65+	college graduate	conservative	A
NC	female	white	65+	college graduate	moderate	B
MD	male	other	65+	college graduate	moderate	A
OH	female	white	45-64	high school graduate	moderate	A
CA	male	white	45-64	college graduate	conservative	B
NJ	male	hispanic	18-29	college graduate	moderate	A
NY	female	other	45-64	college graduate	liberal	A
KS	male	white	45-64	high school graduate	moderate	A
SD	male	other	45-64	college graduate	conservative	B
IL	female	white	65+	high school graduate	conservative	B
WV	female	white	18-29	high school graduate	conservative	B
LA	female	white	30-44	college graduate	moderate	other
CA	female	white	65+	college graduate	conservative	B
NC	female	white	45-64	college graduate	liberal	A
GA	male	white	45-64	college graduate	moderate	A
MD	male	hispanic	30-44	college graduate	liberal	A
PA	male	white	30-44	college graduate	conservative	B
PA	male	white	45-64	college graduate	moderate	A
NY	female	hispanic	45-64	didn't graduate from HS	liberal	A
UT	female	white	18-29	college graduate	conservative	B
NC	male	black	45-64	high school graduate	moderate	A
FL	male	white	30-44	college graduate	conservative	B
SC	female	black	30-44	college graduate	moderate	A
NY	male	other	30-44	college graduate	moderate	A
IL	male	hispanic	18-29	didn't graduate from HS	moderate	A
WI	male	black	30-44	some college	moderate	A
TX	male	white	45-64	college graduate	moderate	B
IN	male	white	30-44	college graduate	conservative	B
IL	male	hispanic	18-29	some college	moderate	A
FL	female	black	30-44	high school graduate	moderate	A
NY	male	white	30-44	college graduate	conservative	B
KS	female	white	65+	some college	conservative	B
CT	female	white	45-64	college graduate	liberal	A
CT	male	white	45-64	college graduate	conservative	A
IL	male	white	30-44	college graduate	moderate	A
TN	female	white	30-44	college graduate	conservative	B
NY	female	white	30-44	high school graduate	conservative	B
AL	male	white	45-64	didn't graduate from HS	conservative	B
CO	female	white	45-64	some college	conservative	B
MD	male	white	45-64	college graduate	moderate	A
OH	male	white	18-29	college graduate	moderate	other
FL	female	white	18-29	some college	liberal	A
FL	female	hispanic	18-29	college graduate	moderate	A
FL	female	hispanic	30-44	college graduate	moderate	B
MI	female	white	65+	high school graduate	moderate	B
CA	male	hispanic	45-64	some college	moderate	A
OH	male	white	45-64	college graduate	liberal	A
CA	female	hispanic	30-44	some college	liberal	A
MA	male	other	45-64	some college	moderate	A
NY	female	other	18-29	college graduate	liberal	other
PA	female	white	18-29	some college	liberal	A
MN	male	white	45-64	high school graduate	moderate	B
IL	female	black	18-29	some college	conservative	A
CA	female	hispanic	30-44	some college	conservative	A
CA	male	white	65+	high school graduate	moderate	A
FL	male	white	30-44	college graduate	moderate	A
NC	female	white	30-44	college graduate	liberal	A
GA	male	black	65+	some college	moderate	A
OH	male	white	45-64	some college	moderate	B
IN	female	white	18-29	college graduate	moderate	A
CT	male	white	18-29	some college	moderate	A
AZ	female	hispanic	30-44	some college	moderate	B
SC	male	white	65+	some college	conservative	B
WI	female	white	30-44	some college	moderate	B
KS	male	white	45-64	college graduate	moderate	B
CA	female	white	45-64	college graduate	moderate	A
MI	male	white	65+	high school graduate	moderate	B
FL	male	white	65+	college graduate	conservative	B
OH	female	white	18-29	some college	liberal	A
AL	female	white	30-44	college graduate	conservative	B
FL	male	hispanic	30-44	college graduate	moderate	B
OH	female	white	30-44	high school graduate	moderate	A
NC	female	black	18-29	college graduate	moderate	A
MD	female	white	45-64	college graduate	liberal	A
MD	male	white	18-29	some college	liberal	A
