state	sex	race	age	education	ideology	vote
TX	female	white	45-64	college graduate	moderate	B
ND	female	white	18-29	high school graduate	moderate	A
CO	female	white	45-64	college graduate	liberal	A
VT	female	white	45-64	some college	conservative	A
KY	female	white	30-44	college graduate	moderate	B
MI	female	black	45-64	college graduate	liberal	A
CA	female	white	30-44	college graduate	moderate	B
MA	male	other	45-64	some college	liberal	B
MI	male	white	45-64	some college	conservative	B
PA	male	white	30-44	high school graduate	conservative	B
NH	female	white	65+	college graduate	moderate	B
AL	female	white	45-64	some college	moderate	B
PA	female	black	30-44	college graduate	liberal	A
CA	male	white	45-64	some college	conservative	B
OK	female	white	18-29	didn't graduate from HS	conservative	B
MO	female	hispanic	18-29	college graduate	moderate	A
WI	male	white	30-44	college graduate	conservative	B
IN	male	white	18-29	college graduate	conservative	B
TX	female	hispanic	30-44	college graduate	conservative	B
SC	male	white	45-64	high school graduate	conservative	B
MS	female	white	65+	high school graduate	moderate	B
NC	female	white	30-44	high school graduate	conservative	B
IL	male	white	45-64	high school graduate	conservative	A
SC	female	white	65+	college graduate	moderate	A
FL	male	hispanic	30-44	college graduate	moderate	B
CA	male	hispanic	45-64	college graduate	moderate	A
MD	male	white	30-44	college graduate	conservative	B
MN	male	white	30-44	high school graduate	moderate	A
TN	female	white	45-64	some college	conservative	B
CA	male	white	30-44	college graduate	moderate	B
TX	female	white	30-44	college graduate	moderate	A
LA	female	white	18-29	some college	conservative	A
CA	female	white	45-64	college graduate	liberal	A
TX	female	white	18-29	some college	liberal	A
MN	male	other	45-64	some college	moderate	A
RI	female	white	30-44	college graduate	liberal	A
NY	female	white	45-64	college graduate	conservative	B
KS	male	white	45-64	college graduate	moderate	B
UT	male	white	65+	some college	conservative	B
NY	male	other	18-29	college graduate	liberal	A
KS	female	white	30-44	some college	moderate	B
AZ	male	white	30-44	college graduate	moderate	B
OH	female	white	45-64	college graduate	liberal	A
PA	male	white	45-64	college graduate	moderate	B
IL	female	white	30-44	college graduate	moderate	A
NY	male	white	30-44	college graduate	moderate	B
FL	male	white	45-64	high school graduate	moderate	A
FL	male	black	45-64	some college	moderate	A
MA	female	white	45-64	high school graduate	moderate	A
AL	male	white	18-29	some college	conservative	B
CA	male	white	45-64	college graduate	moderate	A
TX	female	white	30-44	college graduate	liberal	A
ND	male	white	45-64	some college	conservative	B
FL	female	white	65+	high school graduate	moderate	B
OH	male	white	30-44	college graduate	moderate	B
TN	male	white	18-29	didn't graduate from HS	liberal	A
CA	female	white	45-64	college graduate	liberal	A
NJ	female	white	30-44	college graduate	moderate	A
PA	female	white	18-29	college graduate	moderate	B
ND	male	white	45-64	college graduate	moderate	A
RI	female	white	30-44	college graduate	moderate	A
MO	male	black	30-44	college graduate	liberal	A
CA	male	white	18-29	some college	liberal	A
DE	male	white	45-64	some college	conservative	B
TX	male	hispanic	65+	didn't graduate from HS	moderate	A
SC	male	white	45-64	college graduate	moderate	B
NV	female	white	45-64	college graduate	liberal	A
IL	female	white	30-44	college graduate	conservative	B
FL	male	white	30-44	some college	conservative	B
NY	male	white	30-44	college graduate	moderate	A
CA	male	hispanic	45-64	some college	conservative	A
MA	female	white	65+	high school graduate	moderate	A
OH	male	white	45-64	college graduate	liberal	A
FL	male	white	30-44	college graduate	moderate	B
CA	female	white	30-44	some college	conservative	B
TX	female	white	45-64	some college	moderate	A
IL	female	white	18-29	some college	moderate	A
CA	female	other	45-64	college graduate	conservative	B
WI	male	white	30-44	some college	liberal	A
AZ	female	white	30-44	some college	conservative	B
TX	female	white	30-44	some college	moderate	A
PA	female	white	65+	high school graduate	moderate	B
AR	female	white	45-64	college graduate	moderate	B
NC	male	white	30-44	didn't graduate from HS	liberal	A
FL	female	white	45-64	some college	liberal	A
GA	female	white	45-64	college graduate	moderate	A
PA	male	white	18-29	college graduate	moderate	A
FL	male	white	65+	some college	conservative	B
IL	female	black	45-64	didn't graduate from HS	moderate	A
IL	male	white	45-64	college graduate	liberal	A
CA	male	white	30-44	college graduate	moderate	A
OH	female	other	18-29	high school graduate	moderate	A
IN	female	white	30-44	some college	conservative	B
IL	male	white	65+	didn't graduate from HS	moderate	B
FL	female	white	45-64	college graduate	conservative	B
CA	female	white	65+	some college	moderate	B
PA	female	white	30-44	college graduate	moderate	A
CA	male	white	30-44	college graduate	liberal	A
NJ	female	white	30-44	college graduate	conservative	B
NE	female	white	45-64	high school graduate	conservative	B
IL	male	black	18-29	college graduate	moderate	A
CA	female	white	65+	high school graduate	moderate	A
FL	male	white	45-64	some college	conservative	B
CA	male	hispanic	45-64	some college	moderate	A
SD	male	white	18-29	high school graduate	liberal	A
MI	female	white	30-44	college graduate	moderate	A
NY	female	white	65+	college graduate	conservative	A
NY	female	hispanic	30-44	high school graduate	moderate	A
TX	male	hispanic	18-29	didn't graduate from HS	conservative	B
VA	male	white	45-64	college graduate	moderate	B
TX	female	white	45-64	some college	liberal	B
VA	male	white	45-64	college graduate	conservative	B
MA	female	white	45-64	some college	liberal	A
IL	female	white	45-64	some college	moderate	B
IL	male	white	65+	high school graduate	moderate	A
FL	female	white	65+	high school graduate	conservative	B
CT	female	white	45-64	college graduate	liberal	A
PA	male	white	65+	college graduate	conservative	B
IL	female	white	45-64	college graduate	conservative	B
NY	male	black	30-44	college graduate	moderate	A
CT	male	white	65+	college graduate	conservative	B
OH	female	white	45-64	some college	moderate	B
CO	female	hispanic	45-64	some college	moderate	A
AZ	female	white	45-64	some college	conservative	B
MA	male	white	30-44	college graduate	liberal	A
OH	male	white	30-44	some college	moderate	B
NE	male	white	45-64	college graduate	moderate	A
CA	female	white	18-29	college graduate	liberal	A
IL	female	hispanic	30-44	some college	moderate	A
CA	male	white	65+	high school graduate	moderate	B
TN	female	white	45-64	high school graduate	moderate	B
MD	female	hispanic	18-29	some college	conservative	B
OH	female	white	45-64	some college	conservative	B
MA	male	white	45-64	college graduate	moderate	A
WI	female	white	30-44	some college	conservative	B
OK	male	white	30-44	college graduate	moderate	B
GA	female	white	30-44	some college	conservative	A
OH	male	white	45-64	some college	conservative	B
FL	male	hispanic	30-44	some college	conservative	B
GA	female	white	45-64	didn't graduate from HS	moderate	A
MD	female	white	18-29	college graduate	moderate	B
WI	female	white	45-64	college graduate	moderate	A
NC	male	black	45-64	some college	liberal	A
CA	male	white	18-29	some college	conservative	B
OH	male	black	30-44	some college	moderate	A
CA	female	white	18-29	some college	moderate	A
NY	female	white	45-64	high school graduate	conservative	B
MS	female	black	30-44	high school graduate	conservative	A
VA	female	white	45-64	college graduate	conservative	B
CA	female	white	30-44	college graduate	moderate	A
CA	male	white	18-29	college graduate	liberal	B
OH	female	white	30-44	some college	liberal	A
NY	male	white	45-64	college graduate	conservative	B
MI	male	white	65+	some college	liberal	A
MA	male	hispanic	65+	didn't graduate from HS	conservative	A
PA	female	white	45-64	high school graduate	moderate	A
GA	female	white	45-64	some college	moderate	B
NY	male	white	45-64	some college	moderate	B
MS	female	white	65+	didn't graduate from HS	liberal	B
TN	male	white	45-64	didn't graduate from HS	moderate	B
TX	male	hispanic	65+	some college	liberal	A
OR	male	white	65+	college graduate	moderate	A
MO	female	white	30-44	college graduate	moderate	B
NJ	male	white	30-44	college graduate	liberal	A
MO	female	white	18-29	some college	moderate	A
ID	female	other	18-29	some college	liberal	A
CT	male	white	45-64	college graduate	conservative	B
MI	male	white	30-44	some college	conservative	B
LA	male	white	30-44	college graduate	conservative	B
MS	male	black	18-29	high school graduate	moderate	A
NM	female	other	18-29	high school graduate	moderate	A
GA	male	white	30-44	college graduate	conservative	B
ND	male	white	45-64	some college	moderate	B
AZ	male	white	30-44	some college	conservative	B
KY	male	white	45-64	some college	moderate	B
FL	male	white	18-29	college graduate	liberal	A
AR	female	white	65+	high school graduate	moderate	A
MN	male	white	45-64	some college	conservative	B
CA	male	white	45-64	some college	liberal	A
MT	male	white	18-29	high school graduate	conservative	B
MI	female	white	45-64	some college	moderate	A
NC	female	white	30-44	college graduate	conservative	B
PA	male	white	45-64	some college	conservative	B
NJ	male	white	45-64	college graduate	moderate	A
CA	male	white	65+	college graduate	conservative	B
KS	male	white	65+	some college	conservative	B
CA	male	other	30-44	college graduate	moderate	A
PA	female	black	30-44	some college	conservative	A
NY	female	black	30-44	some college	moderate	A
CA	male	white	18-29	some college	liberal	A
OH	female	white	65+	high school graduate	conservative	B
MD	female	white	30-44	college graduate	moderate	A
MO	female	white	45-64	college graduate	conservative	B
ND	female	white	18-29	high school graduate	moderate	A
MD	female	hispanic	18-29	didn't graduate from HS	liberal	A
MI	male	black	30-44	high school graduate	moderate	A
OH	male	white	45-64	some college	conservative	B
NJ	female	white	65+	high school graduate	moderate	A
CO	male	white	45-64	college graduate	conservative	B
MA	male	white	18-29	college graduate	liberal	A
OH	female	hispanic	45-64	some college	liberal	A
WI	female	white	45-64	college graduate	moderate	A
IN	female	white	18-29	high school graduate	moderate	A
CA	male	white	65+	college graduate	moderate	A
MD	female	white	45-64	college graduate	conservative	B
NJ	female	white	65+	college graduate	liberal	A
PA	female	black	45-64	some college	conservative	A
AK	female	white	45-64	college graduate	conservative	B
OK	male	hispanic	30-44	some college	moderate	A
PA	female	black	45-64	some college	liberal	A
NJ	female	white	30-44	college graduate	liberal	A
MI	female	white	45-64	some college	moderate	B
AR	female	white	65+	high school graduate	conservative	B
CA	female	white	30-44	some college	moderate	A
NY	male	white	45-64	college graduate	conservative	B
MN	female	white	18-29	college graduate	liberal	A
MD	male	black	18-29	college graduate	conservative	A
MO	female	white	18-29	didn't graduate from HS	liberal	A
IL	male	white	18-29	high school graduate	liberal	A
WA	male	white	65+	high school graduate	moderate	A
CA	male	white	45-64	college graduate	moderate	A
WI	female	black	45-64	college graduate	liberal	A
OH	male	white	65+	college graduate	conservative	B
OH	female	white	45-64	high school graduate	moderate	A
NC	female	black	30-44	some college	conservative	A
FL	female	black	30-44	college graduate	liberal	A
NJ	male	white	30-44	high school graduate	conservative	B
NJ	female	white	45-64	high school graduate	conservative	B
PA	male	white	65+	some college	moderate	B
OH	male	black	18-29	college graduate	moderate	A
TX	female	other	65+	college graduate	moderate	B
IL	female	white	45-64	college graduate	conservative	B
OK	male	white	30-44	some college	conservative	B
MO	male	white	45-64	college graduate	moderate	A
FL	male	white	45-64	college graduate	conservative	B
OK	female	white	30-44	college graduate	moderate	B
MA	female	white	30-44	high school graduate	liberal	A
KS	female	white	30-44	some college	conservative	B
OK	female	white	45-64	high school graduate	moderate	A
CA	male	white	45-64	college graduate	moderate	A
LA	male	white	45-64	college graduate	conservative	B
WI	female	white	45-64	college graduate	conservative	B
IL	female	white	65+	some college	moderate	A
FL	male	white	30-44	college graduate	liberal	A
MI	female	white	18-29	college graduate	moderate	A
IN	female	white	45-64	college graduate	conservative	B
OH	female	white	18-29	college graduate	conservative	B
CA	female	white	18-29	college graduate	moderate	A
CA	female	white	45-64	college graduate	liberal	A
CA	male	white	45-64	some college	moderate	A
MA	female	white	18-29	didn't graduate from HS	liberal	A
CA	male	hispanic	30-44	college graduate	moderate	A
MI	female	white	30-44	some college	moderate	B
CA	female	other	30-44	some college	conservative	A
PA	female	hispanic	45-64	college graduate	moderate	A
CA	male	white	45-64	high school graduate	moderate	B
CA	male	white	45-64	college graduate	conservative	B
FL	female	black	18-29	some college	conservative	A
CT	female	black	45-64	high school graduate	moderate	A
VA	male	white	18-29	high school graduate	conservative	B
NJ	male	white	45-64	college graduate	moderate	B
NY	female	black	45-64	some college	liberal	A
NC	female	white	30-44	college graduate	moderate	B
SC	female	white	30-44	college graduate	conservative	B
