state	sex	race	age	education	party	ideology	vote_2008	state_contestedness
IL	female	white	45-64	high school graduate	democrat	moderate	barack obama	solid obama
NJ	male	black	30-44	high school graduate	democrat	moderate	barack obama	solid obama
AR	male	black	65+	some college	democrat	moderate	barack obama	solid romney
NY	female	black	18-29	high school graduate	democrat	moderate	barack obama	solid obama
MA	male	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
CA	male	white	18-29	some college	other	moderate	barack obama	solid obama
IA	female	white	18-29	college graduate	democrat	moderate	barack obama	battleground
NY	female	hispanic	45-64	didn't graduate from HS	democrat	liberal	barack obama	solid obama
OH	male	white	18-29	high school graduate	republican	conservative	john mcCain	battleground
CA	female	white	65+	high school graduate	other	liberal	barack obama	solid obama
FL	male	white	45-64	high school graduate	republican	moderate	john mcCain	battleground
GA	female	black	30-44	some college	democrat	moderate	barack obama	solid romney
PA	female	white	45-64	some college	other	moderate	barack obama	quasi-battleground
WI	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
CA	female	black	45-64	some college	democrat	liberal	barack obama	solid obama
CA	male	white	45-64	college graduate	republican	moderate	john mcCain	solid obama
TN	male	white	18-29	high school graduate	other	moderate	john mcCain	solid romney
PA	female	white	30-44	college graduate	republican	conservative	barack obama	quasi-battleground
TX	female	white	30-44	some college	democrat	conservative	barack obama	solid romney
NY	female	other	45-64	college graduate	other	moderate	barack obama	solid obama
WA	male	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
CA	female	black	30-44	high school graduate	democrat	liberal	barack obama	solid obama
CA	female	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
IL	female	white	18-29	college graduate	democrat	liberal	barack obama	solid obama
CA	male	white	30-44	college graduate	republican	conservative	john mcCain	solid obama
TX	female	white	45-64	college graduate	republican	moderate	barack obama	solid romney
IL	male	white	45-64	college graduate	democrat	moderate	john mcCain	solid obama
NC	female	white	45-64	high school graduate	other	moderate	barack obama	quasi-battleground
CA	female	hispanic	18-29	college graduate	other	moderate	barack obama	solid obama
OH	female	black	45-64	high school graduate	democrat	conservative	barack obama	battleground
NC	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
OH	female	black	45-64	high school graduate	democrat	conservative	barack obama	battleground
TX	female	white	65+	some college	republican	conservative	john mcCain	solid romney
NY	female	white	30-44	some college	republican	moderate	john mcCain	solid obama
CA	female	white	45-64	high school graduate	republican	conservative	john mcCain	solid obama
SC	female	white	18-29	some college	republican	conservative	john mcCain	solid romney
MI	female	white	45-64	college graduate	other	moderate	john mcCain	quasi-battleground
CA	male	white	45-64	some college	other	conservative	john mcCain	solid obama
LA	male	white	45-64	college graduate	republican	moderate	john mcCain	solid romney
KS	male	white	45-64	college graduate	republican	conservative	john mcCain	solid romney
NM	male	hispanic	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
FL	male	white	65+	college graduate	democrat	moderate	john mcCain	battleground
CA	female	white	30-44	college graduate	republican	conservative	john mcCain	solid obama
MN	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
TX	male	hispanic	45-64	high school graduate	democrat	conservative	barack obama	solid romney
UT	male	white	30-44	college graduate	other	conservative	john mcCain	solid romney
PA	male	white	65+	college graduate	democrat	moderate	barack obama	quasi-battleground
CA	female	white	45-64	high school graduate	democrat	liberal	barack obama	solid obama
RI	male	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
IL	male	white	30-44	college graduate	republican	conservative	john mcCain	solid obama
GA	female	white	18-29	college graduate	republican	moderate	john mcCain	solid romney
ID	male	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
MI	female	white	45-64	college graduate	republican	moderate	john mcCain	quasi-battleground
WI	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MD	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
CA	female	white	18-29	high school graduate	other	liberal	barack obama	solid obama
OK	female	white	30-44	some college	other	moderate	barack obama	solid romney
CA	female	other	45-64	high school graduate	democrat	moderate	barack obama	solid obama
MD	female	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
CA	female	white	30-44	college graduate	republican	liberal	john mcCain	solid obama
CA	female	other	18-29	some college	other	moderate	barack obama	solid obama
CA	male	white	65+	college graduate	republican	conservative	john mcCain	solid obama
KS	female	hispanic	30-44	some college	republican	conservative	john mcCain	solid romney
CA	male	white	30-44	college graduate	other	moderate	barack obama	solid obama
CA	male	hispanic	30-44	some college	republican	moderate	john mcCain	solid obama
UT	male	white	30-44	high school graduate	democrat	moderate	barack obama	solid romney
FL	female	white	45-64	college graduate	other	conservative	john mcCain	battleground
UT	female	white	45-64	high school graduate	democrat	liberal	barack obama	solid romney
MI	female	white	30-44	some college	democrat	conservative	barack obama	quasi-battleground
TX	female	hispanic	30-44	college graduate	other	moderate	john mcCain	solid romney
MI	male	white	65+	some college	other	conservative	john mcCain	quasi-battleground
ND	female	white	30-44	some college	other	moderate	barack obama	solid romney
CA	female	white	18-29	college graduate	democrat	liberal	barack obama	solid obama
MA	female	white	30-44	college graduate	other	moderate	barack obama	solid obama
FL	female	white	18-29	some college	republican	conservative	john mcCain	battleground
CA	male	white	18-29	college graduate	democrat	liberal	barack obama	solid obama
AZ	female	white	30-44	college graduate	other	moderate	barack obama	solid romney
MA	male	white	30-44	college graduate	republican	moderate	john mcCain	solid obama
MN	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
NY	male	white	30-44	some college	democrat	liberal	john mcCain	solid obama
CA	female	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
AK	female	white	18-29	college graduate	democrat	liberal	barack obama	solid romney
PA	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
TX	female	black	30-44	college graduate	democrat	liberal	barack obama	solid romney
GA	female	black	45-64	some college	democrat	moderate	barack obama	solid romney
NJ	male	white	65+	college graduate	democrat	liberal	barack obama	solid obama
OH	male	white	18-29	high school graduate	republican	moderate	john mcCain	battleground
WA	female	white	45-64	high school graduate	democrat	liberal	barack obama	solid obama
MD	male	black	45-64	college graduate	democrat	moderate	barack obama	solid obama
PA	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	male	white	45-64	some college	democrat	moderate	barack obama	quasi-battleground
FL	female	white	65+	some college	republican	conservative	john mcCain	battleground
PA	female	hispanic	18-29	some college	republican	liberal	john mcCain	quasi-battleground
GA	male	white	30-44	some college	republican	moderate	john mcCain	solid romney
TX	male	hispanic	18-29	high school graduate	republican	conservative	john mcCain	solid romney
NE	female	white	45-64	college graduate	republican	moderate	john mcCain	solid romney
SC	female	black	45-64	college graduate	democrat	conservative	barack obama	solid romney
CA	female	other	45-64	college graduate	republican	moderate	barack obama	solid obama
WI	male	white	45-64	high school graduate	republican	conservative	john mcCain	quasi-battleground
FL	male	white	18-29	didn't graduate from HS	other	liberal	barack obama	battleground
MO	female	black	18-29	some college	other	conservative	barack obama	solid romney
AL	female	black	30-44	college graduate	democrat	moderate	barack obama	solid romney
GA	male	black	30-44	high school graduate	democrat	conservative	barack obama	solid romney
CA	female	white	65+	college graduate	republican	conservative	john mcCain	solid obama
MO	female	white	18-29	some college	other	moderate	john mcCain	solid romney
MI	male	white	30-44	high school graduate	other	conservative	john mcCain	quasi-battleground
TN	male	white	45-64	high school graduate	republican	conservative	john mcCain	solid romney
MN	female	white	65+	some college	democrat	liberal	barack obama	quasi-battleground
LA	male	white	45-64	high school graduate	other	moderate	john mcCain	solid romney
LA	female	white	45-64	high school graduate	republican	conservative	john mcCain	solid romney
FL	male	white	30-44	some college	republican	conservative	john mcCain	battleground
MD	female	white	65+	some college	democrat	liberal	john mcCain	solid obama
PA	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
TX	male	white	45-64	high school graduate	democrat	moderate	john mcCain	solid romney
IL	female	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
MD	male	white	45-64	didn't graduate from HS	democrat	moderate	john mcCain	solid obama
TX	female	white	65+	college graduate	democrat	moderate	barack obama	solid romney
SC	male	white	65+	college graduate	republican	conservative	john mcCain	solid romney
IL	female	white	45-64	college graduate	other	moderate	barack obama	solid obama
MA	female	white	45-64	high school graduate	republican	liberal	john mcCain	solid obama
AL	male	black	45-64	some college	democrat	conservative	barack obama	solid romney
CA	male	white	65+	some college	other	conservative	barack obama	solid obama
FL	female	white	30-44	college graduate	republican	moderate	john mcCain	battleground
MT	male	white	18-29	some college	democrat	moderate	john mcCain	solid romney
NJ	female	white	45-64	college graduate	other	moderate	barack obama	solid obama
MN	female	other	18-29	high school graduate	democrat	liberal	barack obama	quasi-battleground
NJ	male	black	18-29	high school graduate	democrat	conservative	barack obama	solid obama
CA	male	white	65+	college graduate	democrat	moderate	barack obama	solid obama
CA	female	black	45-64	didn't graduate from HS	democrat	moderate	barack obama	solid obama
TX	female	white	65+	didn't graduate from HS	republican	moderate	john mcCain	solid romney
